species,x,y
A. nonstriata,13.6875,51.1875
A. nonstriata,13.6875,51.1041666666667
A. nonstriata,13.7708333333333,51.1875
A. nonstriata,13.7708333333333,51.1041666666667
A. nonstriata,13.6041666666667,51.1041666666667
A. nonstriata,13.6041666666667,51.1875
A. nonstriata,12.9375,56.5625
A. nonstriata,15.3958333333333,56.3125
A. nonstriata,13.0208333333333,56.0625
A. nonstriata,13.1041666666667,56.4791666666667
A. nonstriata,7.0625,50.9375
A. nonstriata,10.8958333333333,53.3125
A. nonstriata,4.47916666666666,51.4791666666667
A. nonstriata,5.85416666666666,52.7708333333333
A. nonstriata,6.02083333333331,52.7708333333333
A. nonstriata,6.10416666666666,52.6875
A. nonstriata,5.14583333333331,52.1458333333333
A. nonstriata,5.9375,52.7708333333333
A. nonstriata,4.47916666666666,51.5208333333333
A. nonstriata,5.64583333333331,51.8958333333333
A. nonstriata,5.35416666666666,51.8541666666667
A. nonstriata,6.02083333333331,51.8958333333333
A. nonstriata,5.27083333333331,51.8541666666667
A. nonstriata,6.85416666666666,51.1458333333333
A. nonstriata,7.8125,48.0208333333333
A. nonstriata,6.89583333333331,50.7708333333333
A. nonstriata,6.8125,51.6875
A. nonstriata,8.0625,49.0208333333333
A. nonstriata,6.85416666666666,51.0625
A. nonstriata,6.9375,50.7291666666667
A. nonstriata,13.4791666666667,52.4791666666667
A. nonstriata,14.0208333333333,52.1041666666667
A. nonstriata,11.5625,50.3125
A. nonstriata,18.1041666666667,45.4791666666667
A. nonstriata,13.3541666666667,54.2291666666667
A. nonstriata,13.3958333333333,54.1458333333333
A. nonstriata,13.5625,54.1458333333333
A. nonstriata,9.35416666666666,47.2708333333333
A. nonstriata,9.22916666666666,49.5208333333333
A. nonstriata,7.39583333333331,49.4791666666667
A. nonstriata,7.02083333333331,50.3958333333333
A. nonstriata,8.10416666666666,49.0208333333333
A. nonstriata,6.22916666666666,51.4791666666667
A. nonstriata,6.52083333333331,51.0625
A. nonstriata,8.3125,51.5625
A. nonstriata,8.35416666666666,52.2291666666667
A. nonstriata,8.3125,52.1041666666667
A. nonstriata,8.27083333333331,52.0208333333333
A. nonstriata,12.1458333333333,51.4791666666667
A. nonstriata,13.2291666666667,53.0208333333333
A. nonstriata,10.4375,53.5208333333333
A. nonstriata,11.2708333333333,53.0208333333333
A. nonstriata,10.5208333333333,53.0625
A. nonstriata,21.1041666666667,47.7291666666667
A. nonstriata,9.02083333333331,50.0625
A. nonstriata,9.10416666666666,49.5625
A. nonstriata,7.0625,51.1041666666667
A. nonstriata,8.22916666666666,48.9791666666667
A. nonstriata,9.47916666666666,47.3125
A. nonstriata,9.4375,47.5625
A. nonstriata,8.39583333333331,47.5625
A. nonstriata,11.4791666666667,48.4791666666667
A. nonstriata,19.5625,49.1458333333333
A. nonstriata,9.10416666666666,47.3958333333333
A. nonstriata,8.3125,49.0208333333333
A. nonstriata,8.14583333333331,49.1041666666667
A. nonstriata,8.22916666666666,49.0208333333333
A. nonstriata,8.1875,48.6041666666667
A. nonstriata,8.02083333333331,48.4375
A. nonstriata,6.3125,49.3958333333333
A. nonstriata,6.22916666666666,49.3125
A. nonstriata,6.27083333333331,49.3958333333333
A. nonstriata,7.4375,49.4791666666667
A. nonstriata,7.02083333333331,50.4791666666667
A. nonstriata,6.02083333333331,51.4791666666667
A. nonstriata,11.1875,46.3125
A. nonstriata,12.2708333333333,48.9791666666667
A. nonstriata,11.5208333333333,48.4791666666667
A. nonstriata,16.4791666666667,48.0208333333333
A. nonstriata,16.2708333333333,46.3125
A. nonstriata,16.2291666666667,46.5208333333333
A. nonstriata,16.2708333333333,46.5625
A. nonstriata,16.3125,46.4791666666667
A. nonstriata,16.2708333333333,46.5208333333333
A. nonstriata,16.1458333333333,46.5208333333333
A. nonstriata,16.2708333333333,46.4791666666667
A. nonstriata,16.1875,46.4791666666667
A. nonstriata,16.1875,46.5208333333333
A. nonstriata,16.3958333333333,47.0625
A. nonstriata,16.1875,46.5625
A. nonstriata,16.3958333333333,47.2291666666667
A. nonstriata,16.3958333333333,46.6041666666667
A. nonstriata,16.2291666666667,46.9791666666667
A. nonstriata,16.3125,47.3958333333333
A. nonstriata,13.2291666666667,52.3125
A. nonstriata,14.5208333333333,51.1458333333333
A. nonstriata,14.4791666666667,51.2291666666667
A. nonstriata,11.3125,53.1875
A. nonstriata,9.35416666666666,47.3125
A. nonstriata,23.3958333333333,53.0625
A. nonstriata,17.5208333333333,46.5625
A. nonstriata,7.3125,47.9791666666667
A. nonstriata,13.0208333333333,52.1875
A. nonstriata,12.5625,52.2291666666667
A. nonstriata,13.4375,52.2708333333333
A. nonstriata,13.0208333333333,52.2291666666667
A. nonstriata,6.52083333333331,50.0208333333333
A. nonstriata,12.3541666666667,51.5208333333333
A. nonstriata,11.4791666666667,52.0208333333333
A. nonstriata,13.5625,52.5625
A. nonstriata,14.2291666666667,51.2291666666667
A. nonstriata,14.0208333333333,51.5208333333333
A. nonstriata,14.3125,52.2708333333333
A. nonstriata,13.2291666666667,51.4791666666667
A. nonstriata,13.1875,54.0625
A. nonstriata,11.2708333333333,53.9791666666667
A. nonstriata,14.1041666666667,53.5625
A. nonstriata,11.3125,51.4791666666667
A. nonstriata,14.3541666666667,51.1458333333333
A. nonstriata,13.0208333333333,52.3541666666667
A. nonstriata,12.2708333333333,52.3125
A. nonstriata,12.4375,51.4791666666667
A. nonstriata,12.3125,52.2291666666667
A. nonstriata,12.2708333333333,53.0208333333333
A. nonstriata,9.27083333333331,52.4791666666667
A. nonstriata,13.1041666666667,52.3125
A. nonstriata,13.2291666666667,52.3958333333333
A. nonstriata,13.3958333333333,52.2291666666667
A. nonstriata,13.1875,52.3125
A. nonstriata,13.1458333333333,52.3125
A. nonstriata,11.1875,53.5625
A. nonstriata,12.3541666666667,51.3541666666667
A. nonstriata,14.0208333333333,52.9791666666667
A. nonstriata,12.2708333333333,54.2291666666667
A. nonstriata,9.02083333333331,52.9791666666667
A. nonstriata,6.14583333333331,46.1041666666667
A. nonstriata,5.14583333333331,51.5625
A. nonstriata,5.0625,52.1875
A. nonstriata,5.27083333333331,52.0208333333333
A. nonstriata,5.0625,52.0208333333333
A. nonstriata,5.35416666666666,51.5625
A. nonstriata,4.4375,52.4791666666667
A. nonstriata,5.0625,52.1458333333333
A. nonstriata,5.0625,52.1041666666667
A. nonstriata,6.02083333333331,52.1041666666667
A. nonstriata,6.02083333333331,49.9791666666667
A. nonstriata,6.02083333333331,51.0625
A. nonstriata,4.47916666666666,50.5625
A. nonstriata,5.27083333333331,51.2291666666667
A. nonstriata,4.4375,52.1041666666667
A. nonstriata,4.5625,52.1875
A. nonstriata,5.4375,51.5208333333333
A. nonstriata,5.27083333333331,52.0625
A. nonstriata,5.3125,52.0625
A. nonstriata,3.0625,51.1875
A. nonstriata,8.35416666666666,49.5625
A. nonstriata,12.4375,47.4791666666667
A. nonstriata,11.1458333333333,53.3125
A. nonstriata,8.52083333333331,48.9791666666667
A. nonstriata,10.1458333333333,49.1041666666667
A. nonstriata,9.47916666666666,48.4791666666667
A. nonstriata,14.1458333333333,51.3125
A. nonstriata,11.3125,51.5208333333333
A. nonstriata,13.0625,52.3541666666667
A. nonstriata,13.2708333333333,52.1875
A. nonstriata,13.5208333333333,52.5208333333333
A. nonstriata,13.4375,53.0208333333333
A. nonstriata,11.4375,48.1041666666667
A. nonstriata,21.3541666666667,47.3125
A. nonstriata,14.2291666666667,51.4375
A. nonstriata,12.2708333333333,54.0208333333333
A. nonstriata,13.3958333333333,52.1041666666667
A. nonstriata,12.1875,51.0625
A. nonstriata,12.1458333333333,51.2291666666667
A. nonstriata,12.4375,51.1041666666667
A. nonstriata,8.27083333333331,52.5208333333333
A. nonstriata,8.14583333333331,52.4791666666667
A. nonstriata,13.2708333333333,52.3125
A. nonstriata,10.0625,52.3541666666667
A. nonstriata,6.52083333333331,51.0208333333333
A. nonstriata,6.5625,50.5625
A. nonstriata,6.4375,51.1041666666667
A. nonstriata,6.47916666666666,51.1458333333333
A. nonstriata,6.14583333333331,50.4791666666667
A. nonstriata,7.0625,50.4375
A. nonstriata,10.2291666666667,49.5625
A. nonstriata,12.3125,47.5208333333333
A. nonstriata,8.22916666666666,52.5625
A. nonstriata,11.1458333333333,53.1041666666667
A. nonstriata,6.27083333333331,51.1041666666667
A. nonstriata,7.14583333333331,50.4791666666667
A. nonstriata,12.2291666666667,47.5208333333333
A. nonstriata,6.4375,50.3125
A. nonstriata,7.1875,50.5625
A. nonstriata,6.14583333333331,51.3125
A. nonstriata,6.4375,50.4791666666667
A. nonstriata,7.4375,48.1041666666667
A. nonstriata,8.64583333333331,50.1458333333333
A. nonstriata,8.77083333333331,50.1458333333333
A. nonstriata,9.72916666666666,50.8541666666667
A. nonstriata,20.7291666666667,53.5208333333333
A. nonstriata,11.1458333333333,51.2708333333333
A. nonstriata,14.7708333333333,56.8541666666667
A. nonstriata,17.5625,59.8541666666667
A. nonstriata,36.2291666666667,51.7291666666667
A. nonstriata,8.60416666666666,53.1875
A. nonstriata,4.8125,52.3541666666667
A. nonstriata,1.10416666666666,49.3958333333333
A. nonstriata,13.3958333333333,55.6875
A. nonstriata,16.8541666666667,56.9791666666667
A. nonstriata,17.1041666666667,60.7291666666667
A. nonstriata,13.8541666666667,57.0625
A. nonstriata,10.8541666666667,59.9375
A. nonstriata,14.9791666666667,59.5208333333333
A. nonstriata,18.1875,59.5625
A. nonstriata,16.6458333333333,56.6875
A. nonstriata,5.9375,51.7708333333333
A. nonstriata,-2.89583333333334,53.3958333333333
A. nonstriata,16.3125,48.1458333333333
A. nonstriata,14.0625,55.9375
A. nonstriata,11.9375,57.6458333333333
A. nonstriata,15.9375,56.7291666666667
A. nonstriata,12.5208333333333,57.9375
A. nonstriata,17.3541666666667,59.6875
A. nonstriata,16.3125,57.2708333333333
A. nonstriata,15.0208333333333,56.7291666666667
A. nonstriata,13.1458333333333,55.5208333333333
A. nonstriata,17.6458333333333,59.6458333333333
A. nonstriata,14.1875,56.0208333333333
A. nonstriata,9.14583333333331,58.7291666666667
A. nonstriata,9.0625,58.7291666666667
A. nonstriata,4.39583333333331,52.1041666666667
A. nonstriata,-3.02083333333334,53.4791666666667
A. nonstriata,17.6875,59.8125
A. nonstriata,17.3958333333333,59.6458333333333
A. nonstriata,13.1458333333333,55.7291666666667
A. nonstriata,7.10416666666666,50.7291666666667
A. nonstriata,9.9375,58.9791666666667
A. nonstriata,-6.27083333333334,56.0625
A. nonstriata,-1.39583333333334,54.0625
A. nonstriata,-0.9375,53.6458333333333
A. nonstriata,15.8958333333333,56.7708333333333
A. nonstriata,16.6041666666667,56.6875
A. nonstriata,5.6875,51.2708333333333
A. nonstriata,5.14583333333331,51.6458333333333
A. nonstriata,5.14583333333331,51.6041666666667
A. nonstriata,4.72916666666666,51.6041666666667
A. nonstriata,6.02083333333331,51.4375
A. nonstriata,5.5625,51.7291666666667
A. nonstriata,4.85416666666666,52.3541666666667
A. nonstriata,3.77083333333331,51.3125
A. nonstriata,5.4375,51.3541666666667
A. nonstriata,5.10416666666666,51.6041666666667
A. nonstriata,4.77083333333331,51.6041666666667
A. nonstriata,5.35416666666666,51.6041666666667
A. nonstriata,6.14583333333331,43.1041666666667
A. nonstriata,5.02083333333331,43.3541666666667
A. nonstriata,6.72916666666666,44.5208333333333
A. nonstriata,-0.770833333333343,45.1875
A. nonstriata,4.0625,51.8541666666667
A. nonstriata,-8.8125,53.0625
A. nonstriata,-1.8125,49.6875
A. nonstriata,10.3541666666667,59.2708333333333
A. nonstriata,11.2291666666667,58.9375
A. nonstriata,11.7708333333333,55.3541666666667
A. nonstriata,-2.52083333333334,42.8958333333333
A. nonstriata,-3.72916666666669,43.4791666666667
A. nonstriata,-2.97916666666669,42.7708333333333
A. nonstriata,-2.64583333333334,42.8541666666667
A. nonstriata,-2.72916666666669,43.0625
A. nonstriata,-2.64583333333334,43.0208333333333
A. nonstriata,-2.4375,42.9375
A. nonstriata,-2.85416666666669,42.6458333333333
A. nonstriata,-1.72916666666669,42.8541666666667
A. nonstriata,-2.5625,42.8958333333333
A. nonstriata,-2.10416666666669,52.4791666666667
A. nonstriata,-2.89583333333334,52.0625
A. nonstriata,-2.97916666666669,52.1041666666667
A. nonstriata,-2.60416666666669,50.8125
A. nonstriata,-1.1875,52.7291666666667
A. nonstriata,0.854166666666657,52.5208333333333
A. nonstriata,-1.02083333333334,52.5208333333333
A. nonstriata,-2.89583333333334,51.0208333333333
A. nonstriata,-2.52083333333334,50.7708333333333
A. nonstriata,-4.77083333333334,51.6875
A. nonstriata,0.3125,52.3125
A. nonstriata,-6.22916666666669,54.6875
A. nonstriata,-2.85416666666669,52.7291666666667
A. nonstriata,-0.854166666666686,54.2708333333333
