order,family,species,scientific_name,country,lat,lon
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",NL,51.47,6.03
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",IT,46.3,11.2
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",DE,49,12.26
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",DE,48.49,11.51
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",ZZ,48.02,16.47
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",HR,46.32,16.27
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",HU,46.52,16.21
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",HU,46.58,16.26
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",HU,46.5,16.3
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",HU,46.51,16.25
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",HU,46.53,16.16
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",HU,46.5,16.28
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",HU,46.46,16.19
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",HU,46.54,16.23
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",HU,46.53,16.13
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",HU,46.54,16.17
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",HU,47.08,16.4
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",HU,46.54,16.17
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",HU,46.58,16.17
Coleoptera,Chrysomelidae,Aphthona nonstriata,"Aphthona nonstriata (Goeze, 1777)",HU,47.22,16.41
