Predictor variable,Categorical,Sample average
wc2.1_2.5m_bio_14,false,43.25924214417745
wc2.1_2.5m_bio_15,false,21.721601342537927
wc2.1_2.5m_bio_18,false,199.00415896487985
wc2.1_2.5m_bio_2,false,7.637657855332669
wc2.1_2.5m_bio_7,false,23.661248592263888
wc2.1_2.5m_bio_8,false,10.211684857665556
wc2.1_2.5m_bio_9,false,6.209781372284667
